"full_name","pdes","a","e","i","om","w","ma","epoch_mjd"
"   165 Loreley (A876 PA)",165,3.125285322114195,.08378780245174365,11.23432845290129,302.4503535028729,344.9183093850724,232.1913887459635,60200
"   166 Rhodope (A876 PB)",166,2.685822397624761,.2108263632021353,12.02367411748538,128.8968937160786,264.0310688357264,97.91294040645246,60200
"   167 Urda (A876 QA)",167,2.852549593927918,.03741429517677861,2.217565419242338,166.1061222375137,128.0570800080655,214.2856029707973,60200
"   168 Sibylla (A876 SA)",168,3.374908808727668,.07480328888358188,4.670722759548601,205.922761609044,176.0984693619132,222.627965004741,60200
"   169 Zelia (A876 SB)",169,2.358587584065461,.1304419331744404,5.500577751952945,354.7306413790782,334.7728705053069,237.4344772740266,60200
"   170 Maria (A877 AA)",170,2.553550659412521,.06140498372708274,14.3621667192272,301.193264366887,158.2638948077384,357.0302691500128,60200
"   171 Ophelia (A877 AB)",171,3.129790855307714,.1320863796205038,2.546794126257275,100.4670163701454,55.44666918220747,115.2415740879879,60200
"   172 Baucis (A877 CA)",172,2.379130310089816,.1146831952189892,10.01754637339936,331.904072993058,359.2842834153294,153.4285157214908,60200
"   173 Ino (A877 PA)",173,2.743005070484221,.2101635212776415,14.19432943366747,148.1498695453109,228.7116681971835,21.47554730451752,60200
"   174 Phaedra (A877 RA)",174,2.864738234620712,.1427865046902021,12.09088685012706,327.4706079488972,290.5437891315863,138.5177755462389,60200
"   175 Andromache (A877 TA)",175,3.184016771676698,.2324094928535285,3.21922737729647,21.27102090155868,319.7596290017346,127.4763416536197,60200
"   176 Iduna (A877 TB)",176,3.180208910441006,.1718973400841003,22.68002420463866,200.4703809458624,188.7558263897156,255.9543744374579,60200
"   177 Irma (A877 VA)",177,2.771558973228805,.234255547509123,1.38135606423228,346.9511418965488,39.55993386981515,236.4162655606003,60200
"   178 Belisana (A877 VB)",178,2.460016028046642,.04201086326195459,1.893479432145438,51.08366451196706,211.8532235915407,64.46912890351301,60200
"   179 Klytaemnestra (A877 VC)",179,2.974335452636051,.1098386033038715,7.816341764117414,251.8300183246618,104.3099064939177,218.155669551136,60200
"   180 Garumna (A878 BA)",180,2.720940586982314,.1680106558932532,.8677670950293146,311.8280590719145,175.9263378429335,152.6721866920984,60200
"   181 Eucharis (A878 CB)",181,3.125833672904959,.2077723245703056,18.89161256232785,143.0011334401917,318.8214925499029,136.0209352626271,60200
"   182 Elsa (A878 CC)",182,2.416406487924877,.1872158597950118,2.00536597163959,107.1709549453176,310.5726517598046,342.3977598265099,60200
"   183 Istria (A878 CD)",183,2.794956703378404,.3484523545551252,26.3926988315012,141.8696257248612,264.0234732428133,124.043585150095,60200
"   184 Dejopeja (A878 DA)",184,3.199951460403003,.06138417569552495,1.131163558375408,331.2116326245705,213.0313525387049,206.1886111533059,60200
"   185 Eunike (A878 EA)",185,2.739202595618616,.1272535691277981,23.25118240450581,153.7592243934357,223.8298471646093,173.2188112663249,60200
"   186 Celuta (A878 GA)",186,2.362363744888317,.1495173318076551,13.18621685837851,14.71739585892633,315.5270280797553,261.3679353333297,60200
"   187 Lamberta (A878 GB)",187,2.727833714011913,.2404274100248043,10.58235074282069,21.67250611590378,196.6872179411827,66.5286799688953,60200
"   188 Menippe (A878 MA)",188,2.760769460431457,.1791246588439549,11.70314298617603,240.8213258492847,69.82615973564451,185.5829423452939,60200
"   189 Phthia (A878 RA)",189,2.450073484730108,.03598418271146613,5.175696863312769,203.3428560753913,169.5204637803385,283.5060303716758,60200
"   190 Ismene (A878 SA)",190,3.993682560499818,.1681590774592562,6.176073513033161,175.4374539837995,271.1671306031313,97.11000167913632,60200
"   191 Kolga (A878 SB)",191,2.895444143064058,.08758518605030637,11.52320559199474,159.19155812,226.3832953979812,127.1310795565817,60200
"   192 Nausikaa (A879 DA)",192,2.402332298769526,.245880981901967,6.797838214335958,343.0882526496803,30.5606745044748,61.67422414753364,60200
"   193 Ambrosia (A879 DB)",193,2.598978634145529,.2980605951285202,11.9939963962338,349.497196372019,82.52167820933744,221.3708369388233,60200
"   194 Prokne (A879 FA)",194,2.616729861373944,.237359893332727,18.50864337861409,159.2581825150706,163.1685562107033,288.1082492970172,60200
"   195 Eurykleia (A879 HA)",195,2.882141639359797,.04033912485741682,6.96088113333313,6.954344456339644,116.7445067109694,280.833680327225,60200
"   196 Philomela (A879 JA)",196,3.112843521625873,.01474190322530953,7.262918927304688,72.29901602218284,203.5988430329704,14.84476858469842,60200
"   197 Arete (A879 KA)",197,2.739913148417658,.1630546120136167,8.78879585251387,81.5689710159356,246.0048981002103,226.2463793443442,60200
"   198 Ampella (A879 LA)",198,2.458085375330926,.2278213458390461,9.323464627970948,268.2082624015196,89.08471658090713,75.2036537196454,60200
"   199 Byblis (A879 NA)",199,3.161334982582985,.1827918633615748,15.47798218006637,88.41672764050708,179.5984682888617,182.1635945189514,60200
"   200 Dynamene (A879 OA)",200,2.737580363022297,.1329236478698194,6.898465049265631,324.2477778716528,86.98233604048666,214.2959305584137,60200
